Loading EasyOCR; transcript_count=8
OCR 7648608700575288619 16/225
OCR 7648608700575288619 24/225
OCR 7648608700575288619 32/225
OCR 7648608700575288619 40/225
OCR 7648608700575288619 48/225
OCR 7648608700575288619 56/225
OCR 7648608700575288619 64/225
OCR 7648608700575288619 72/225
OCR 7648608700575288619 80/225
OCR 7648608700575288619 88/225
OCR 7648608700575288619 96/225
OCR 7648608700575288619 104/225
OCR 7648608700575288619 112/225
OCR 7648608700575288619 120/225
OCR 7648608700575288619 128/225
OCR 7648608700575288619 136/225
OCR 7648608700575288619 144/225
OCR 7648608700575288619 152/225
OCR 7648608700575288619 160/225
OCR 7648608700575288619 168/225
OCR 7648608700575288619 176/225
OCR 7648608700575288619 184/225
OCR 7648608700575288619 192/225
OCR 7648608700575288619 200/225
OCR 7648608700575288619 208/225
OCR 7648608700575288619 216/225
OCR 7648608700575288619 224/225
OCR 7648608700575288619 225/225
DONE 8/8 7648608700575288619
