Loading EasyOCR; transcript_count=10
OCR 7655286121772993844 72/175
OCR 7655286121772993844 80/175
OCR 7655286121772993844 88/175
OCR 7655286121772993844 96/175
OCR 7655286121772993844 104/175
OCR 7655286121772993844 112/175
OCR 7655286121772993844 120/175
OCR 7655286121772993844 128/175
OCR 7655286121772993844 136/175
OCR 7655286121772993844 144/175
OCR 7655286121772993844 152/175
OCR 7655286121772993844 160/175
OCR 7655286121772993844 168/175
OCR 7655286121772993844 175/175
DONE 3/10 7655286121772993844
OCR 7655679512360881448 8/255
OCR 7655679512360881448 16/255
OCR 7655679512360881448 24/255
OCR 7655679512360881448 32/255
OCR 7655679512360881448 40/255
OCR 7655679512360881448 48/255
OCR 7655679512360881448 56/255
OCR 7655679512360881448 64/255
OCR 7655679512360881448 72/255
OCR 7655679512360881448 80/255
OCR 7655679512360881448 88/255
OCR 7655679512360881448 96/255
OCR 7655679512360881448 104/255
OCR 7655679512360881448 112/255
OCR 7655679512360881448 120/255
OCR 7655679512360881448 128/255
OCR 7655679512360881448 136/255
OCR 7655679512360881448 144/255
OCR 7655679512360881448 152/255
OCR 7655679512360881448 160/255
OCR 7655679512360881448 168/255
OCR 7655679512360881448 176/255
OCR 7655679512360881448 184/255
OCR 7655679512360881448 192/255
OCR 7655679512360881448 200/255
OCR 7655679512360881448 208/255
OCR 7655679512360881448 216/255
OCR 7655679512360881448 224/255
OCR 7655679512360881448 232/255
OCR 7655679512360881448 240/255
OCR 7655679512360881448 248/255
OCR 7655679512360881448 255/255
DONE 4/10 7655679512360881448
OCR 7656051023496236328 8/232
OCR 7656051023496236328 16/232
OCR 7656051023496236328 24/232
OCR 7656051023496236328 32/232
OCR 7656051023496236328 40/232
OCR 7656051023496236328 48/232
OCR 7656051023496236328 56/232
OCR 7656051023496236328 64/232
OCR 7656051023496236328 72/232
OCR 7656051023496236328 80/232
OCR 7656051023496236328 88/232
OCR 7656051023496236328 96/232
OCR 7656051023496236328 104/232
OCR 7656051023496236328 112/232
OCR 7656051023496236328 120/232
OCR 7656051023496236328 128/232
OCR 7656051023496236328 136/232
OCR 7656051023496236328 144/232
OCR 7656051023496236328 152/232
OCR 7656051023496236328 160/232
OCR 7656051023496236328 168/232
OCR 7656051023496236328 176/232
OCR 7656051023496236328 184/232
OCR 7656051023496236328 192/232
OCR 7656051023496236328 200/232
OCR 7656051023496236328 208/232
OCR 7656051023496236328 216/232
OCR 7656051023496236328 224/232
OCR 7656051023496236328 232/232
DONE 5/10 7656051023496236328
OCR 7656428018444881193 8/216
OCR 7656428018444881193 16/216
OCR 7656428018444881193 24/216
OCR 7656428018444881193 32/216
OCR 7656428018444881193 40/216
OCR 7656428018444881193 48/216
OCR 7656428018444881193 56/216
OCR 7656428018444881193 64/216
OCR 7656428018444881193 72/216
OCR 7656428018444881193 80/216
OCR 7656428018444881193 88/216
OCR 7656428018444881193 96/216
OCR 7656428018444881193 104/216
OCR 7656428018444881193 112/216
OCR 7656428018444881193 120/216
OCR 7656428018444881193 128/216
OCR 7656428018444881193 136/216
OCR 7656428018444881193 144/216
OCR 7656428018444881193 152/216
OCR 7656428018444881193 160/216
OCR 7656428018444881193 168/216
OCR 7656428018444881193 176/216
OCR 7656428018444881193 184/216
OCR 7656428018444881193 192/216
OCR 7656428018444881193 200/216
OCR 7656428018444881193 208/216
OCR 7656428018444881193 216/216
DONE 6/10 7656428018444881193
OCR 7656767056066514191 8/297
OCR 7656767056066514191 16/297
OCR 7656767056066514191 24/297
OCR 7656767056066514191 32/297
OCR 7656767056066514191 40/297
OCR 7656767056066514191 48/297
OCR 7656767056066514191 56/297
OCR 7656767056066514191 64/297
OCR 7656767056066514191 72/297
OCR 7656767056066514191 80/297
OCR 7656767056066514191 88/297
OCR 7656767056066514191 96/297
OCR 7656767056066514191 104/297
OCR 7656767056066514191 112/297
OCR 7656767056066514191 120/297
OCR 7656767056066514191 128/297
OCR 7656767056066514191 136/297
OCR 7656767056066514191 144/297
OCR 7656767056066514191 152/297
OCR 7656767056066514191 160/297
OCR 7656767056066514191 168/297
OCR 7656767056066514191 176/297
OCR 7656767056066514191 184/297
OCR 7656767056066514191 192/297
OCR 7656767056066514191 200/297
OCR 7656767056066514191 208/297
OCR 7656767056066514191 216/297
OCR 7656767056066514191 224/297
OCR 7656767056066514191 232/297
OCR 7656767056066514191 240/297
OCR 7656767056066514191 248/297
OCR 7656767056066514191 256/297
OCR 7656767056066514191 264/297
OCR 7656767056066514191 272/297
OCR 7656767056066514191 280/297
OCR 7656767056066514191 288/297
OCR 7656767056066514191 296/297
OCR 7656767056066514191 297/297
DONE 7/10 7656767056066514191
OCR 7657140857685986602 8/234
OCR 7657140857685986602 16/234
OCR 7657140857685986602 24/234
OCR 7657140857685986602 32/234
OCR 7657140857685986602 40/234
OCR 7657140857685986602 48/234
OCR 7657140857685986602 56/234
OCR 7657140857685986602 64/234
OCR 7657140857685986602 72/234
OCR 7657140857685986602 80/234
OCR 7657140857685986602 88/234
OCR 7657140857685986602 96/234
OCR 7657140857685986602 104/234
OCR 7657140857685986602 112/234
OCR 7657140857685986602 120/234
OCR 7657140857685986602 128/234
OCR 7657140857685986602 136/234
OCR 7657140857685986602 144/234
OCR 7657140857685986602 152/234
OCR 7657140857685986602 160/234
OCR 7657140857685986602 168/234
OCR 7657140857685986602 176/234
OCR 7657140857685986602 184/234
OCR 7657140857685986602 192/234
OCR 7657140857685986602 200/234
OCR 7657140857685986602 208/234
OCR 7657140857685986602 216/234
OCR 7657140857685986602 224/234
OCR 7657140857685986602 232/234
OCR 7657140857685986602 234/234
DONE 8/10 7657140857685986602
OCR 7657547366643272986 8/229
OCR 7657547366643272986 16/229
OCR 7657547366643272986 24/229
OCR 7657547366643272986 32/229
OCR 7657547366643272986 40/229
OCR 7657547366643272986 48/229
OCR 7657547366643272986 56/229
OCR 7657547366643272986 64/229
OCR 7657547366643272986 72/229
OCR 7657547366643272986 80/229
OCR 7657547366643272986 88/229
OCR 7657547366643272986 96/229
OCR 7657547366643272986 104/229
OCR 7657547366643272986 112/229
OCR 7657547366643272986 120/229
OCR 7657547366643272986 128/229
OCR 7657547366643272986 136/229
OCR 7657547366643272986 144/229
OCR 7657547366643272986 152/229
OCR 7657547366643272986 160/229
OCR 7657547366643272986 168/229
OCR 7657547366643272986 176/229
OCR 7657547366643272986 184/229
OCR 7657547366643272986 192/229
OCR 7657547366643272986 200/229
OCR 7657547366643272986 208/229
OCR 7657547366643272986 216/229
OCR 7657547366643272986 224/229
OCR 7657547366643272986 229/229
DONE 9/10 7657547366643272986
OCR 7657925270267006243 8/194
OCR 7657925270267006243 16/194
OCR 7657925270267006243 24/194
OCR 7657925270267006243 32/194
OCR 7657925270267006243 40/194
OCR 7657925270267006243 48/194
OCR 7657925270267006243 56/194
OCR 7657925270267006243 64/194
OCR 7657925270267006243 72/194
OCR 7657925270267006243 80/194
OCR 7657925270267006243 88/194
OCR 7657925270267006243 96/194
OCR 7657925270267006243 104/194
OCR 7657925270267006243 112/194
OCR 7657925270267006243 120/194
OCR 7657925270267006243 128/194
OCR 7657925270267006243 136/194
OCR 7657925270267006243 144/194
OCR 7657925270267006243 152/194
OCR 7657925270267006243 160/194
OCR 7657925270267006243 168/194
OCR 7657925270267006243 176/194
OCR 7657925270267006243 184/194
OCR 7657925270267006243 192/194
OCR 7657925270267006243 194/194
DONE 10/10 7657925270267006243
