Loading EasyOCR; transcript_count=10
OCR 7658628033149930793 696/704
OCR 7658628033149930793 704/704
DONE 2/10 7658628033149930793
OCR 7659021467580960010 8/180
OCR 7659021467580960010 16/180
OCR 7659021467580960010 24/180
OCR 7659021467580960010 32/180
OCR 7659021467580960010 40/180
OCR 7659021467580960010 48/180
OCR 7659021467580960010 56/180
OCR 7659021467580960010 64/180
OCR 7659021467580960010 72/180
OCR 7659021467580960010 80/180
OCR 7659021467580960010 88/180
OCR 7659021467580960010 96/180
OCR 7659021467580960010 104/180
OCR 7659021467580960010 112/180
OCR 7659021467580960010 120/180
OCR 7659021467580960010 128/180
OCR 7659021467580960010 136/180
OCR 7659021467580960010 144/180
OCR 7659021467580960010 152/180
OCR 7659021467580960010 160/180
OCR 7659021467580960010 168/180
OCR 7659021467580960010 176/180
OCR 7659021467580960010 180/180
DONE 3/10 7659021467580960010
OCR 7659382845609119016 8/261
OCR 7659382845609119016 16/261
OCR 7659382845609119016 24/261
OCR 7659382845609119016 32/261
OCR 7659382845609119016 40/261
OCR 7659382845609119016 48/261
OCR 7659382845609119016 56/261
OCR 7659382845609119016 64/261
OCR 7659382845609119016 72/261
OCR 7659382845609119016 80/261
OCR 7659382845609119016 88/261
OCR 7659382845609119016 96/261
OCR 7659382845609119016 104/261
OCR 7659382845609119016 112/261
OCR 7659382845609119016 120/261
OCR 7659382845609119016 128/261
OCR 7659382845609119016 136/261
OCR 7659382845609119016 144/261
OCR 7659382845609119016 152/261
OCR 7659382845609119016 160/261
OCR 7659382845609119016 168/261
OCR 7659382845609119016 176/261
OCR 7659382845609119016 184/261
OCR 7659382845609119016 192/261
OCR 7659382845609119016 200/261
OCR 7659382845609119016 208/261
OCR 7659382845609119016 216/261
OCR 7659382845609119016 224/261
OCR 7659382845609119016 232/261
OCR 7659382845609119016 240/261
OCR 7659382845609119016 248/261
OCR 7659382845609119016 256/261
OCR 7659382845609119016 261/261
DONE 4/10 7659382845609119016
OCR 7659780318336929065 8/197
OCR 7659780318336929065 16/197
OCR 7659780318336929065 24/197
OCR 7659780318336929065 32/197
OCR 7659780318336929065 40/197
OCR 7659780318336929065 48/197
OCR 7659780318336929065 56/197
OCR 7659780318336929065 64/197
OCR 7659780318336929065 72/197
OCR 7659780318336929065 80/197
OCR 7659780318336929065 88/197
OCR 7659780318336929065 96/197
OCR 7659780318336929065 104/197
OCR 7659780318336929065 112/197
OCR 7659780318336929065 120/197
OCR 7659780318336929065 128/197
OCR 7659780318336929065 136/197
OCR 7659780318336929065 144/197
OCR 7659780318336929065 152/197
OCR 7659780318336929065 160/197
OCR 7659780318336929065 168/197
OCR 7659780318336929065 176/197
OCR 7659780318336929065 184/197
OCR 7659780318336929065 192/197
OCR 7659780318336929065 197/197
DONE 5/10 7659780318336929065
OCR 7660122335013276971 8/231
OCR 7660122335013276971 16/231
OCR 7660122335013276971 24/231
OCR 7660122335013276971 32/231
OCR 7660122335013276971 40/231
OCR 7660122335013276971 48/231
OCR 7660122335013276971 56/231
OCR 7660122335013276971 64/231
OCR 7660122335013276971 72/231
OCR 7660122335013276971 80/231
OCR 7660122335013276971 88/231
OCR 7660122335013276971 96/231
OCR 7660122335013276971 104/231
OCR 7660122335013276971 112/231
OCR 7660122335013276971 120/231
OCR 7660122335013276971 128/231
OCR 7660122335013276971 136/231
OCR 7660122335013276971 144/231
OCR 7660122335013276971 152/231
OCR 7660122335013276971 160/231
OCR 7660122335013276971 168/231
OCR 7660122335013276971 176/231
OCR 7660122335013276971 184/231
OCR 7660122335013276971 192/231
OCR 7660122335013276971 200/231
OCR 7660122335013276971 208/231
OCR 7660122335013276971 216/231
OCR 7660122335013276971 224/231
OCR 7660122335013276971 231/231
DONE 6/10 7660122335013276971
OCR 7660468197740596532 8/209
OCR 7660468197740596532 16/209
OCR 7660468197740596532 24/209
OCR 7660468197740596532 32/209
OCR 7660468197740596532 40/209
OCR 7660468197740596532 48/209
OCR 7660468197740596532 56/209
OCR 7660468197740596532 64/209
OCR 7660468197740596532 72/209
OCR 7660468197740596532 80/209
OCR 7660468197740596532 88/209
OCR 7660468197740596532 96/209
OCR 7660468197740596532 104/209
OCR 7660468197740596532 112/209
OCR 7660468197740596532 120/209
OCR 7660468197740596532 128/209
OCR 7660468197740596532 136/209
OCR 7660468197740596532 144/209
OCR 7660468197740596532 152/209
OCR 7660468197740596532 160/209
OCR 7660468197740596532 168/209
OCR 7660468197740596532 176/209
OCR 7660468197740596532 184/209
OCR 7660468197740596532 192/209
OCR 7660468197740596532 200/209
OCR 7660468197740596532 208/209
OCR 7660468197740596532 209/209
DONE 7/10 7660468197740596532
OCR 7660896909606849807 8/267
