Loading EasyOCR; transcript_count=12
OCR 7639313715996691762 88/195
OCR 7639313715996691762 96/195
OCR 7639313715996691762 104/195
OCR 7639313715996691762 112/195
OCR 7639313715996691762 120/195
OCR 7639313715996691762 128/195
OCR 7639313715996691762 136/195
OCR 7639313715996691762 144/195
OCR 7639313715996691762 152/195
OCR 7639313715996691762 160/195
OCR 7639313715996691762 168/195
OCR 7639313715996691762 176/195
OCR 7639313715996691762 184/195
OCR 7639313715996691762 192/195
OCR 7639313715996691762 195/195
DONE 6/12 7639313715996691762
OCR 7639726333802679590 8/242
OCR 7639726333802679590 16/242
OCR 7639726333802679590 24/242
OCR 7639726333802679590 32/242
OCR 7639726333802679590 40/242
OCR 7639726333802679590 48/242
OCR 7639726333802679590 56/242
OCR 7639726333802679590 64/242
OCR 7639726333802679590 72/242
OCR 7639726333802679590 80/242
OCR 7639726333802679590 88/242
OCR 7639726333802679590 96/242
OCR 7639726333802679590 104/242
OCR 7639726333802679590 112/242
OCR 7639726333802679590 120/242
OCR 7639726333802679590 128/242
OCR 7639726333802679590 136/242
OCR 7639726333802679590 144/242
OCR 7639726333802679590 152/242
OCR 7639726333802679590 160/242
OCR 7639726333802679590 168/242
OCR 7639726333802679590 176/242
OCR 7639726333802679590 184/242
OCR 7639726333802679590 192/242
OCR 7639726333802679590 200/242
OCR 7639726333802679590 208/242
OCR 7639726333802679590 216/242
OCR 7639726333802679590 224/242
OCR 7639726333802679590 232/242
OCR 7639726333802679590 240/242
OCR 7639726333802679590 242/242
DONE 7/12 7639726333802679590
OCR 7640112676718333190 8/171
OCR 7640112676718333190 16/171
OCR 7640112676718333190 24/171
OCR 7640112676718333190 32/171
OCR 7640112676718333190 40/171
OCR 7640112676718333190 48/171
OCR 7640112676718333190 56/171
OCR 7640112676718333190 64/171
OCR 7640112676718333190 72/171
OCR 7640112676718333190 80/171
OCR 7640112676718333190 88/171
OCR 7640112676718333190 96/171
OCR 7640112676718333190 104/171
OCR 7640112676718333190 112/171
OCR 7640112676718333190 120/171
OCR 7640112676718333190 128/171
OCR 7640112676718333190 136/171
OCR 7640112676718333190 144/171
OCR 7640112676718333190 152/171
OCR 7640112676718333190 160/171
OCR 7640112676718333190 168/171
OCR 7640112676718333190 171/171
DONE 8/12 7640112676718333190
OCR 7640705928941161743 8/216
OCR 7640705928941161743 16/216
OCR 7640705928941161743 24/216
OCR 7640705928941161743 32/216
OCR 7640705928941161743 40/216
OCR 7640705928941161743 48/216
OCR 7640705928941161743 56/216
OCR 7640705928941161743 64/216
OCR 7640705928941161743 72/216
OCR 7640705928941161743 80/216
OCR 7640705928941161743 88/216
OCR 7640705928941161743 96/216
OCR 7640705928941161743 104/216
OCR 7640705928941161743 112/216
OCR 7640705928941161743 120/216
OCR 7640705928941161743 128/216
OCR 7640705928941161743 136/216
OCR 7640705928941161743 144/216
OCR 7640705928941161743 152/216
OCR 7640705928941161743 160/216
OCR 7640705928941161743 168/216
OCR 7640705928941161743 176/216
OCR 7640705928941161743 184/216
OCR 7640705928941161743 192/216
OCR 7640705928941161743 200/216
OCR 7640705928941161743 208/216
OCR 7640705928941161743 216/216
DONE 9/12 7640705928941161743
OCR 7640860487919389978 8/220
OCR 7640860487919389978 16/220
OCR 7640860487919389978 24/220
OCR 7640860487919389978 32/220
OCR 7640860487919389978 40/220
OCR 7640860487919389978 48/220
OCR 7640860487919389978 56/220
OCR 7640860487919389978 64/220
OCR 7640860487919389978 72/220
OCR 7640860487919389978 80/220
OCR 7640860487919389978 88/220
OCR 7640860487919389978 96/220
OCR 7640860487919389978 104/220
OCR 7640860487919389978 112/220
OCR 7640860487919389978 120/220
OCR 7640860487919389978 128/220
OCR 7640860487919389978 136/220
OCR 7640860487919389978 144/220
OCR 7640860487919389978 152/220
OCR 7640860487919389978 160/220
OCR 7640860487919389978 168/220
OCR 7640860487919389978 176/220
OCR 7640860487919389978 184/220
OCR 7640860487919389978 192/220
OCR 7640860487919389978 200/220
OCR 7640860487919389978 208/220
OCR 7640860487919389978 216/220
OCR 7640860487919389978 220/220
DONE 10/12 7640860487919389978
OCR 7641876208291958051 8/204
OCR 7641876208291958051 16/204
OCR 7641876208291958051 24/204
OCR 7641876208291958051 32/204
OCR 7641876208291958051 40/204
OCR 7641876208291958051 48/204
OCR 7641876208291958051 56/204
OCR 7641876208291958051 64/204
OCR 7641876208291958051 72/204
OCR 7641876208291958051 80/204
OCR 7641876208291958051 88/204
OCR 7641876208291958051 96/204
OCR 7641876208291958051 104/204
OCR 7641876208291958051 112/204
OCR 7641876208291958051 120/204
OCR 7641876208291958051 128/204
OCR 7641876208291958051 136/204
OCR 7641876208291958051 144/204
OCR 7641876208291958051 152/204
OCR 7641876208291958051 160/204
OCR 7641876208291958051 168/204
OCR 7641876208291958051 176/204
OCR 7641876208291958051 184/204
OCR 7641876208291958051 192/204
OCR 7641876208291958051 200/204
OCR 7641876208291958051 204/204
DONE 11/12 7641876208291958051
OCR 7642220065483492643 8/192
OCR 7642220065483492643 16/192
OCR 7642220065483492643 24/192
OCR 7642220065483492643 32/192
OCR 7642220065483492643 40/192
OCR 7642220065483492643 48/192
OCR 7642220065483492643 56/192
OCR 7642220065483492643 64/192
OCR 7642220065483492643 72/192
OCR 7642220065483492643 80/192
OCR 7642220065483492643 88/192
OCR 7642220065483492643 96/192
OCR 7642220065483492643 104/192
OCR 7642220065483492643 112/192
OCR 7642220065483492643 120/192
OCR 7642220065483492643 128/192
OCR 7642220065483492643 136/192
OCR 7642220065483492643 144/192
OCR 7642220065483492643 152/192
OCR 7642220065483492643 160/192
OCR 7642220065483492643 168/192
OCR 7642220065483492643 176/192
OCR 7642220065483492643 184/192
OCR 7642220065483492643 192/192
DONE 12/12 7642220065483492643
